Variable,Parents,ParentConfig,Low,Mid,High
Humidity,Temperature,Wind,Lat,GlobalDensity,Temperature=Low|Wind=High|Lat=High|GlobalDensity=Mid,0,0,1
Humidity,Temperature,Wind,Lat,GlobalDensity,Temperature=Low|Wind=High|Lat=Low|GlobalDensity=Mid,0,0,4,0,6
Humidity,Temperature,Wind,Lat,GlobalDensity,Temperature=Mid|Wind=Mid|Lat=High|GlobalDensity=Mid,0,9863013698630136,0,0136986301369863,0
Humidity,Temperature,Wind,Lat,GlobalDensity,Temperature=Mid|Wind=High|Lat=High|GlobalDensity=Mid,1,0,0
Humidity,Temperature,Wind,Lat,GlobalDensity,Temperature=Mid|Wind=High|Lat=High|GlobalDensity=High,0,5,0,5,0
Humidity,Temperature,Wind,Lat,GlobalDensity,Temperature=Low|Wind=High|Lat=Low|GlobalDensity=Low,0,1,0
DistCoast,HarvestHavre,NiPpm,Al2O3,GlobalDensity,HarvestHavre=Low|NiPpm=Missing|Al2O3=Missing|GlobalDensity=Low,0,3409090909090909,0,6136363636363636,0,045454545454545456
DistCoast,HarvestHavre,NiPpm,Al2O3,GlobalDensity,HarvestHavre=High|NiPpm=Mid|Al2O3=High|GlobalDensity=Mid,0,9655172413793104,0,034482758620689655,0
DistCoast,HarvestHavre,NiPpm,Al2O3,GlobalDensity,HarvestHavre=High|NiPpm=Mid|Al2O3=High|GlobalDensity=Low,0,45,0,55,0
DistCoast,HarvestHavre,NiPpm,Al2O3,GlobalDensity,HarvestHavre=High|NiPpm=High|Al2O3=Mid|GlobalDensity=Low,0,6228070175438597,0,37719298245614036,0
DistCoast,HarvestHavre,NiPpm,Al2O3,GlobalDensity,HarvestHavre=Low|NiPpm=Low|Al2O3=Low|GlobalDensity=Mid,0,0,15625,0,84375
DistCoast,HarvestHavre,NiPpm,Al2O3,GlobalDensity,HarvestHavre=Low|NiPpm=High|Al2O3=High|GlobalDensity=Mid,0,0,75,0,25
DistCoast,HarvestHavre,NiPpm,Al2O3,GlobalDensity,HarvestHavre=Low|NiPpm=Mid|Al2O3=Low|GlobalDensity=Mid,0,1,0,4,0,5
DistCoast,HarvestHavre,NiPpm,Al2O3,GlobalDensity,HarvestHavre=Missing|NiPpm=Missing|Al2O3=Missing|GlobalDensity=Low,0,5625,0,0625,0,375
DistCoast,HarvestHavre,NiPpm,Al2O3,GlobalDensity,HarvestHavre=Mid|NiPpm=Mid|Al2O3=High|GlobalDensity=High,0,0,8640776699029126,0,13592233009708737
DistCoast,HarvestHavre,NiPpm,Al2O3,GlobalDensity,HarvestHavre=Mid|NiPpm=High|Al2O3=Low|GlobalDensity=High,0,0,7528089887640449,0,24719101123595505
DistCoast,HarvestHavre,NiPpm,Al2O3,GlobalDensity,HarvestHavre=Mid|NiPpm=High|Al2O3=Mid|GlobalDensity=High,0,0,6176470588235294,0,38235294117647056
DistCoast,HarvestHavre,NiPpm,Al2O3,GlobalDensity,HarvestHavre=High|NiPpm=Low|Al2O3=Low|GlobalDensity=Mid,0,6785714285714286,0,32142857142857145,0
DistCoast,HarvestHavre,NiPpm,Al2O3,GlobalDensity,HarvestHavre=Low|NiPpm=Missing|Al2O3=Missing|GlobalDensity=High,0,0,03225806451612903,0,967741935483871
DistCoast,HarvestHavre,NiPpm,Al2O3,GlobalDensity,HarvestHavre=Missing|NiPpm=Low|Al2O3=Low|GlobalDensity=Low,0,7433628318584071,0,23008849557522124,0,02654867256637168
DistCoast,HarvestHavre,NiPpm,Al2O3,GlobalDensity,HarvestHavre=Low|NiPpm=Missing|Al2O3=Missing|GlobalDensity=Mid,0,0,06417112299465241,0,9358288770053476
DistCoast,HarvestHavre,NiPpm,Al2O3,GlobalDensity,HarvestHavre=Mid|NiPpm=Low|Al2O3=Low|GlobalDensity=Low,1,0,0
DistCoast,HarvestHavre,NiPpm,Al2O3,GlobalDensity,HarvestHavre=High|NiPpm=Low|Al2O3=High|GlobalDensity=Mid,0,8235294117647058,0,17647058823529413,0
DistCoast,HarvestHavre,NiPpm,Al2O3,GlobalDensity,HarvestHavre=Mid|NiPpm=Missing|Al2O3=Missing|GlobalDensity=Mid,0,7777777777777778,0,2222222222222222,0
DistCoast,HarvestHavre,NiPpm,Al2O3,GlobalDensity,HarvestHavre=Missing|NiPpm=High|Al2O3=High|GlobalDensity=Low,0,905982905982906,0,08547008547008547,0,008547008547008548
DistCoast,HarvestHavre,NiPpm,Al2O3,GlobalDensity,HarvestHavre=Missing|NiPpm=High|Al2O3=High|GlobalDensity=Mid,1,0,0
DistCoast,HarvestHavre,NiPpm,Al2O3,GlobalDensity,HarvestHavre=High|NiPpm=Low|Al2O3=Low|GlobalDensity=Low,0,22448979591836735,0,7755102040816326,0
DistCoast,HarvestHavre,NiPpm,Al2O3,GlobalDensity,HarvestHavre=Low|NiPpm=Mid|Al2O3=Mid|GlobalDensity=Mid,0,16666666666666666,0,6666666666666666,0,16666666666666666
DistCoast,HarvestHavre,NiPpm,Al2O3,GlobalDensity,HarvestHavre=Low|NiPpm=Mid|Al2O3=High|GlobalDensity=Mid,0,0,2,0,8
DistCoast,HarvestHavre,NiPpm,Al2O3,GlobalDensity,HarvestHavre=Mid|NiPpm=High|Al2O3=High|GlobalDensity=Mid,0,3103448275862069,0,6896551724137931,0
DistCoast,HarvestHavre,NiPpm,Al2O3,GlobalDensity,HarvestHavre=Mid|NiPpm=Low|Al2O3=Low|GlobalDensity=Mid,0,5119617224880383,0,4880382775119617,0
DistCoast,HarvestHavre,NiPpm,Al2O3,GlobalDensity,HarvestHavre=Mid|NiPpm=Mid|Al2O3=Low|GlobalDensity=Mid,0,4,0,6,0
DistCoast,HarvestHavre,NiPpm,Al2O3,GlobalDensity,HarvestHavre=Mid|NiPpm=Low|Al2O3=High|GlobalDensity=Mid,0,9166666666666666,0,08333333333333333,0
DistCoast,HarvestHavre,NiPpm,Al2O3,GlobalDensity,HarvestHavre=Mid|NiPpm=Mid|Al2O3=Mid|GlobalDensity=Mid,1,0,0
DistCoast,HarvestHavre,NiPpm,Al2O3,GlobalDensity,HarvestHavre=Mid|NiPpm=Low|Al2O3=Low|GlobalDensity=High,0,0,463768115942029,0,5362318840579711
DistCoast,HarvestHavre,NiPpm,Al2O3,GlobalDensity,HarvestHavre=Mid|NiPpm=Mid|Al2O3=Low|GlobalDensity=High,0,0,8656716417910447,0,13432835820895522
DistCoast,HarvestHavre,NiPpm,Al2O3,GlobalDensity,HarvestHavre=High|NiPpm=Low|Al2O3=Mid|GlobalDensity=Mid,0,8695652173913043,0,13043478260869565,0
DistCoast,HarvestHavre,NiPpm,Al2O3,GlobalDensity,HarvestHavre=High|NiPpm=High|Al2O3=High|GlobalDensity=Mid,0,5483870967741935,0,45161290322580644,0
DistCoast,HarvestHavre,NiPpm,Al2O3,GlobalDensity,HarvestHavre=Mid|NiPpm=Missing|Al2O3=Missing|GlobalDensity=High,0,0,55,0,45
DistCoast,HarvestHavre,NiPpm,Al2O3,GlobalDensity,HarvestHavre=Mid|NiPpm=Mid|Al2O3=Mid|GlobalDensity=High,0,0,018779342723004695,0,9812206572769953
DistCoast,HarvestHavre,NiPpm,Al2O3,GlobalDensity,HarvestHavre=Mid|NiPpm=High|Al2O3=High|GlobalDensity=High,0,0,11538461538461539,0,8846153846153846
DistCoast,HarvestHavre,NiPpm,Al2O3,GlobalDensity,HarvestHavre=High|NiPpm=High|Al2O3=Low|GlobalDensity=Low,0,948051948051948,0,05194805194805195,0
DistCoast,HarvestHavre,NiPpm,Al2O3,GlobalDensity,HarvestHavre=High|NiPpm=Mid|Al2O3=Mid|GlobalDensity=Mid,0,75,0,25,0
DistCoast,HarvestHavre,NiPpm,Al2O3,GlobalDensity,HarvestHavre=Low|NiPpm=Mid|Al2O3=Low|GlobalDensity=Low,0,7252747252747253,0,27472527472527475,0
DistCoast,HarvestHavre,NiPpm,Al2O3,GlobalDensity,HarvestHavre=Low|NiPpm=Low|Al2O3=Low|GlobalDensity=Low,0,7236842105263158,0,27631578947368424,0
DistCoast,HarvestHavre,NiPpm,Al2O3,GlobalDensity,HarvestHavre=Low|NiPpm=Mid|Al2O3=Mid|GlobalDensity=Low,0,5277777777777778,0,4583333333333333,0,013888888888888888
DistCoast,HarvestHavre,NiPpm,Al2O3,GlobalDensity,HarvestHavre=Missing|NiPpm=Low|Al2O3=Low|GlobalDensity=Mid,0,030303030303030304,0,9696969696969697,0
DistCoast,HarvestHavre,NiPpm,Al2O3,GlobalDensity,HarvestHavre=Missing|NiPpm=Low|Al2O3=Mid|GlobalDensity=Mid,0,1,0
DistCoast,HarvestHavre,NiPpm,Al2O3,GlobalDensity,HarvestHavre=High|NiPpm=Missing|Al2O3=Missing|GlobalDensity=Mid,0,9166666666666666,0,08333333333333333,0
DistCoast,HarvestHavre,NiPpm,Al2O3,GlobalDensity,HarvestHavre=High|NiPpm=Mid|Al2O3=Mid|GlobalDensity=Low,0,16666666666666666,0,8333333333333334,0
DistCoast,HarvestHavre,NiPpm,Al2O3,GlobalDensity,HarvestHavre=Low|NiPpm=Mid|Al2O3=High|GlobalDensity=High,0,0,18181818181818182,0,8181818181818182
DistCoast,HarvestHavre,NiPpm,Al2O3,GlobalDensity,HarvestHavre=High|NiPpm=Low|Al2O3=Low|GlobalDensity=High,0,0,3333333333333333,0,6666666666666666
DistCoast,HarvestHavre,NiPpm,Al2O3,GlobalDensity,HarvestHavre=Missing|NiPpm=Mid|Al2O3=Mid|GlobalDensity=Low,0,8666666666666667,0,13333333333333333,0
DistCoast,HarvestHavre,NiPpm,Al2O3,GlobalDensity,HarvestHavre=Low|NiPpm=Low|Al2O3=Low|GlobalDensity=High,0,0,30434782608695654,0,6956521739130435
DistCoast,HarvestHavre,NiPpm,Al2O3,GlobalDensity,HarvestHavre=Mid|NiPpm=Mid|Al2O3=High|GlobalDensity=Mid,1,0,0
DistCoast,HarvestHavre,NiPpm,Al2O3,GlobalDensity,HarvestHavre=Low|NiPpm=High|Al2O3=Mid|GlobalDensity=Low,0,48717948717948717,0,5128205128205128,0
DistCoast,HarvestHavre,NiPpm,Al2O3,GlobalDensity,HarvestHavre=Missing|NiPpm=Mid|Al2O3=Low|GlobalDensity=Low,0,7843137254901961,0,17647058823529413,0,0392156862745098
DistCoast,HarvestHavre,NiPpm,Al2O3,GlobalDensity,HarvestHavre=Low|NiPpm=High|Al2O3=High|GlobalDensity=Low,0,40350877192982454,0,5789473684210527,0,017543859649122806
DistCoast,HarvestHavre,NiPpm,Al2O3,GlobalDensity,HarvestHavre=High|NiPpm=High|Al2O3=Mid|GlobalDensity=Mid,1,0,0
DistCoast,HarvestHavre,NiPpm,Al2O3,GlobalDensity,HarvestHavre=Missing|NiPpm=Mid|Al2O3=Low|GlobalDensity=Mid,0,1,0
DistCoast,HarvestHavre,NiPpm,Al2O3,GlobalDensity,HarvestHavre=Low|NiPpm=Low|Al2O3=Mid|GlobalDensity=High,0,0,12,0,88
DistCoast,HarvestHavre,NiPpm,Al2O3,GlobalDensity,HarvestHavre=Missing|NiPpm=High|Al2O3=Mid|GlobalDensity=Low,0,7,0,2,0,1
DistCoast,HarvestHavre,NiPpm,Al2O3,GlobalDensity,HarvestHavre=Missing|NiPpm=Mid|Al2O3=High|GlobalDensity=Mid,0,1,0
DistCoast,HarvestHavre,NiPpm,Al2O3,GlobalDensity,HarvestHavre=Low|NiPpm=Mid|Al2O3=Mid|GlobalDensity=High,0,0,2222222222222222,0,7777777777777778
DistCoast,HarvestHavre,NiPpm,Al2O3,GlobalDensity,HarvestHavre=High|NiPpm=Missing|Al2O3=Missing|GlobalDensity=High,0,0,1
DistCoast,HarvestHavre,NiPpm,Al2O3,GlobalDensity,HarvestHavre=High|NiPpm=Low|Al2O3=Mid|GlobalDensity=Low,0,16666666666666666,0,8333333333333334,0
DistCoast,HarvestHavre,NiPpm,Al2O3,GlobalDensity,HarvestHavre=Low|NiPpm=Mid|Al2O3=High|GlobalDensity=Low,0,6666666666666666,0,3333333333333333,0
